region,slide_id,full_path,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn,mag
UCEC,TCGA-AJ-A3OL-01Z-00-DX1.AB25578F-C080-4A38-835A-E40703686ABF,/data2/WSI_TCGA/UCEC/ccaf5b7b-6a3c-4dbb-8ac2-bd85ec804d8d/TCGA-AJ-A3OL-01Z-00-DX1.AB25578F-C080-4A38-835A-E40703686ABF.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-EY-A212-01Z-00-DX1.948F98F8-1360-406F-AF7B-B30ED54114EC,/data2/WSI_TCGA/UCEC/ccdbba88-c24c-4b4c-9ade-83ccc91276e5/TCGA-EY-A212-01Z-00-DX1.948F98F8-1360-406F-AF7B-B30ED54114EC.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-AX-A0IZ-01Z-00-DX1.BBE179A4-C1A1-478D-B30F-EBF999B34930,/data2/WSI_TCGA/UCEC/cd7a20b1-1915-4fe5-a131-8448142f02d3/TCGA-AX-A0IZ-01Z-00-DX1.BBE179A4-C1A1-478D-B30F-EBF999B34930.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-PG-A916-01Z-00-DX7.1F385796-7AEC-43CE-9F6A-564204BA9BE6,/data2/WSI_TCGA/UCEC/ce096890-7c9e-476f-a4c9-4be88148e3c8/TCGA-PG-A916-01Z-00-DX7.1F385796-7AEC-43CE-9F6A-564204BA9BE6.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-B5-A11Z-01Z-00-DX1.5F0550FA-7B97-4A77-A3AA-4686C75A96B8,/data2/WSI_TCGA/UCEC/ce67f742-4c0a-4f6e-a354-66c70fbfa091/TCGA-B5-A11Z-01Z-00-DX1.5F0550FA-7B97-4A77-A3AA-4686C75A96B8.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-A5-A0GI-01Z-00-DX1.4217BD99-8B44-4A9F-9472-23B0636FF0D2,/data2/WSI_TCGA/UCEC/cec5e272-6041-45e4-979b-79bb1d1ade58/TCGA-A5-A0GI-01Z-00-DX1.4217BD99-8B44-4A9F-9472-23B0636FF0D2.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-AP-A05J-01Z-00-DX1.39D44E98-382A-4B22-A37C-B31F008BC4EA,/data2/WSI_TCGA/UCEC/cf2c035c-5716-472b-8b45-b4f97e577a83/TCGA-AP-A05J-01Z-00-DX1.39D44E98-382A-4B22-A37C-B31F008BC4EA.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-FI-A2EX-01Z-00-DX1.127F5153-745D-43E6-83CA-DE2738702C62,/data2/WSI_TCGA/UCEC/cf584e3a-a79f-40c5-8a51-7320d3b71748/TCGA-FI-A2EX-01Z-00-DX1.127F5153-745D-43E6-83CA-DE2738702C62.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EY-A2ON-01Z-00-DX1.F1B8DF0C-35F8-4FB7-A53C-1FCDDC5CFF4F,/data2/WSI_TCGA/UCEC/d05ba2c4-cfc4-44c2-9a74-b5a28134fb9c/TCGA-EY-A2ON-01Z-00-DX1.F1B8DF0C-35F8-4FB7-A53C-1FCDDC5CFF4F.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EY-A1GM-01Z-00-DX1.038A876C-5C16-49D9-A9AC-C9D570F19044,/data2/WSI_TCGA/UCEC/d08cd647-b66a-4e8b-8cb1-2dc3ed619890/TCGA-EY-A1GM-01Z-00-DX1.038A876C-5C16-49D9-A9AC-C9D570F19044.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-PG-A914-01Z-00-DX6.AF10CFC6-3016-4523-9A01-5EF8A06B3CDD,/data2/WSI_TCGA/UCEC/d139fd7f-0f1e-4e5b-bc6c-917230048a5c/TCGA-PG-A914-01Z-00-DX6.AF10CFC6-3016-4523-9A01-5EF8A06B3CDD.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BK-A0C9-01Z-00-DX2.0A8A34AC-E54C-44B6-8CF2-4FCC9C907A37,/data2/WSI_TCGA/UCEC/d13d1487-12e7-4a02-a88f-b739f2ee63bc/TCGA-BK-A0C9-01Z-00-DX2.0A8A34AC-E54C-44B6-8CF2-4FCC9C907A37.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-PG-A6IB-01Z-00-DX4.631A44B6-43E0-4481-AF1F-3EB484784672,/data2/WSI_TCGA/UCEC/d15647cd-cba2-48b1-a400-7475c2547eb4/TCGA-PG-A6IB-01Z-00-DX4.631A44B6-43E0-4481-AF1F-3EB484784672.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-D1-A174-01Z-00-DX1.1D720265-CF74-4B58-AEE1-B836786DA50B,/data2/WSI_TCGA/UCEC/d33b8412-6c3e-43fe-b902-47312638e09a/TCGA-D1-A174-01Z-00-DX1.1D720265-CF74-4B58-AEE1-B836786DA50B.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EO-A22R-01Z-00-DX1.4741D94B-5C0F-467A-A228-7C100A8D97B4,/data2/WSI_TCGA/UCEC/d3f8ca31-b1f3-4b37-8823-6c386d1def68/TCGA-EO-A22R-01Z-00-DX1.4741D94B-5C0F-467A-A228-7C100A8D97B4.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EO-A3AU-01Z-00-DX1.9778BCDA-3810-42BA-8C9F-D1925BFA6540,/data2/WSI_TCGA/UCEC/d403f288-1184-4127-b8e9-04ce03e0bc34/TCGA-EO-A3AU-01Z-00-DX1.9778BCDA-3810-42BA-8C9F-D1925BFA6540.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-A5-A0VP-01Z-00-DX1.F77AEB77-0F30-4281-8780-EFDA5BABDC7A,/data2/WSI_TCGA/UCEC/d41c37fa-09c8-4095-be3d-7be114c077ef/TCGA-A5-A0VP-01Z-00-DX1.F77AEB77-0F30-4281-8780-EFDA5BABDC7A.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BK-A4ZD-01Z-00-DX1.1B337A42-A701-4540-A037-6198AC42BBB6,/data2/WSI_TCGA/UCEC/d45b3cad-1d94-4261-92d2-41d6b17beca9/TCGA-BK-A4ZD-01Z-00-DX1.1B337A42-A701-4540-A037-6198AC42BBB6.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EO-A3B1-01Z-00-DX1.F02487E7-9B63-44D2-B46B-B58FE4B6AD67,/data2/WSI_TCGA/UCEC/d59790ba-aaf8-4033-ada0-df1b90c8bd5e/TCGA-EO-A3B1-01Z-00-DX1.F02487E7-9B63-44D2-B46B-B58FE4B6AD67.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-BG-A0MC-01Z-00-DX1.A6C9E0EC-E449-45BB-8AAA-1AEBB01495D4,/data2/WSI_TCGA/UCEC/d5c03563-3258-481b-bb0e-3528f5019846/TCGA-BG-A0MC-01Z-00-DX1.A6C9E0EC-E449-45BB-8AAA-1AEBB01495D4.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AP-A0LP-01Z-00-DX1.3CDE8D44-652E-4AAA-A983-A2B3DC7A1E53,/data2/WSI_TCGA/UCEC/d679b073-42bc-4c92-ba71-373617fda1b7/TCGA-AP-A0LP-01Z-00-DX1.3CDE8D44-652E-4AAA-A983-A2B3DC7A1E53.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-D1-A17K-01Z-00-DX1.0CEEE415-FB98-4B58-BFC4-02AC58584A50,/data2/WSI_TCGA/UCEC/d6b04904-8e57-427f-96ef-d6c6b51386b7/TCGA-D1-A17K-01Z-00-DX1.0CEEE415-FB98-4B58-BFC4-02AC58584A50.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-PG-A917-01Z-00-DX2.DFE283A9-971C-4114-A06D-28FEB52AAA7A,/data2/WSI_TCGA/UCEC/d6c1b11b-795c-416a-ad09-ea592d0f3c40/TCGA-PG-A917-01Z-00-DX2.DFE283A9-971C-4114-A06D-28FEB52AAA7A.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BG-A0MH-01Z-00-DX1.8AEFF9B2-EF2A-4FA3-A38D-F88A0E3B8176,/data2/WSI_TCGA/UCEC/d7021d4e-eb26-4eff-abf5-199de6d8923d/TCGA-BG-A0MH-01Z-00-DX1.8AEFF9B2-EF2A-4FA3-A38D-F88A0E3B8176.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-D1-A15V-01Z-00-DX1.D9A6C45F-3A6F-42D2-B102-0DEF43929B02,/data2/WSI_TCGA/UCEC/d7582679-b165-4917-8552-6bd362b63069/TCGA-D1-A15V-01Z-00-DX1.D9A6C45F-3A6F-42D2-B102-0DEF43929B02.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-BG-A3PP-01Z-00-DX1.B32B729B-9618-4A0F-9200-BE7458715FE0,/data2/WSI_TCGA/UCEC/d78b87a5-6363-44d1-a0c9-4bfc236cac9b/TCGA-BG-A3PP-01Z-00-DX1.B32B729B-9618-4A0F-9200-BE7458715FE0.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BS-A0VI-01Z-00-DX1.010A2DE9-626D-46FC-A98E-31D5155948C6,/data2/WSI_TCGA/UCEC/d7f4e923-6f4f-43cf-a396-dce346401b82/TCGA-BS-A0VI-01Z-00-DX1.010A2DE9-626D-46FC-A98E-31D5155948C6.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EC-A1NJ-01Z-00-DX1.B7CD1F9E-98A5-4CFD-8138-4920505E1670,/data2/WSI_TCGA/UCEC/d83ea055-dc15-463b-89aa-2fdfe2510367/TCGA-EC-A1NJ-01Z-00-DX1.B7CD1F9E-98A5-4CFD-8138-4920505E1670.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BS-A0U7-01Z-00-DX1.27860BD4-0EE5-4AA1-89CF-8763C535EE3E,/data2/WSI_TCGA/UCEC/d8e56e6c-689e-4f0b-9ced-5657b256779b/TCGA-BS-A0U7-01Z-00-DX1.27860BD4-0EE5-4AA1-89CF-8763C535EE3E.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-PG-A5BC-01Z-00-DX4.860CCC5D-05A1-4630-8AE0-620825609F83,/data2/WSI_TCGA/UCEC/da1fc04c-2d72-445c-a0bc-856e9c59cb0c/TCGA-PG-A5BC-01Z-00-DX4.860CCC5D-05A1-4630-8AE0-620825609F83.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BK-A139-01Z-00-DX2.C986EA9D-3AA9-4B81-8CCC-9B533B763163,/data2/WSI_TCGA/UCEC/da51a4ea-ea73-42a8-a5ee-17543b137943/TCGA-BK-A139-01Z-00-DX2.C986EA9D-3AA9-4B81-8CCC-9B533B763163.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-D1-A179-01Z-00-DX1.088EEE68-F1C0-4877-BD66-BD2FC47EE698,/data2/WSI_TCGA/UCEC/da60edeb-60c8-4fbb-a69e-4ae04528fdfc/TCGA-D1-A179-01Z-00-DX1.088EEE68-F1C0-4877-BD66-BD2FC47EE698.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-D1-A3DA-01Z-00-DX1.1A3346E9-8E0D-4BA2-A270-3FB8BA688490,/data2/WSI_TCGA/UCEC/dc291761-f985-47ff-86d3-9259f552d054/TCGA-D1-A3DA-01Z-00-DX1.1A3346E9-8E0D-4BA2-A270-3FB8BA688490.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-D1-A1NS-01Z-00-DX1.9050E639-6F28-417C-9C42-6413962F6E3C,/data2/WSI_TCGA/UCEC/dc4ad38b-cd13-44d8-9ce1-b8b8aecfc58e/TCGA-D1-A1NS-01Z-00-DX1.9050E639-6F28-417C-9C42-6413962F6E3C.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A1CF-01Z-00-DX1.4D594C9B-FA5E-49A4-9F68-3E18BF038FE2,/data2/WSI_TCGA/UCEC/dd9e5c30-3651-499f-879a-bebc9bbd0f26/TCGA-AX-A1CF-01Z-00-DX1.4D594C9B-FA5E-49A4-9F68-3E18BF038FE2.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-JU-AAVI-01Z-00-DX2.ECF6F478-03AD-4876-81BD-6B2AF7639C50,/data2/WSI_TCGA/UCEC/ddaf5721-040a-4e46-bd2b-706df0e00665/TCGA-JU-AAVI-01Z-00-DX2.ECF6F478-03AD-4876-81BD-6B2AF7639C50.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-DI-A2QU-01Z-00-DX1.94BA8045-C101-4B33-A13F-0308A878F27D,/data2/WSI_TCGA/UCEC/ddbf5cf6-80da-484c-963d-3f9818e22524/TCGA-DI-A2QU-01Z-00-DX1.94BA8045-C101-4B33-A13F-0308A878F27D.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A060-01Z-00-DX1.E880AD73-C944-42DA-9F38-C3754B0D826E,/data2/WSI_TCGA/UCEC/ddc4d862-6d9c-439f-bd01-3db01a49c45b/TCGA-AX-A060-01Z-00-DX1.E880AD73-C944-42DA-9F38-C3754B0D826E.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BS-A0V6-01Z-00-DX1.11E2F495-7157-4A5E-A441-896DB2D17C42,/data2/WSI_TCGA/UCEC/dddaa78c-20b2-4838-9193-d7aa732d9419/TCGA-BS-A0V6-01Z-00-DX1.11E2F495-7157-4A5E-A441-896DB2D17C42.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AJ-A3BH-01Z-00-DX1.0331F525-1598-40D2-95C9-D480F7F57AE4,/data2/WSI_TCGA/UCEC/dddd2980-bd4f-4d06-84ae-398dae41d6bc/TCGA-AJ-A3BH-01Z-00-DX1.0331F525-1598-40D2-95C9-D480F7F57AE4.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-B5-A0JV-01Z-00-DX1.820AB1F8-A37E-4882-A895-0C84E423A627,/data2/WSI_TCGA/UCEC/df34a712-54d3-4a7e-9998-b053b2cacaab/TCGA-B5-A0JV-01Z-00-DX1.820AB1F8-A37E-4882-A895-0C84E423A627.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BK-A0CB-01Z-00-DX2.FF5ACD4B-276F-4530-AC93-490CE8C1C394,/data2/WSI_TCGA/UCEC/df5a659a-d323-42af-bcfb-ed3bfbc35632/TCGA-BK-A0CB-01Z-00-DX2.FF5ACD4B-276F-4530-AC93-490CE8C1C394.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-B5-A0JU-01Z-00-DX1.C07DE627-DE9C-454D-82FF-8B5444D58585,/data2/WSI_TCGA/UCEC/df9f16f6-5caa-4f11-af72-2bc062ad9d88/TCGA-B5-A0JU-01Z-00-DX1.C07DE627-DE9C-454D-82FF-8B5444D58585.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-BG-A0LX-01Z-00-DX1.B8B2D128-6BA5-497C-8EC4-BCD69AA529CA,/data2/WSI_TCGA/UCEC/dfd86f63-84cc-4b05-921d-cfdebe1c4548/TCGA-BG-A0LX-01Z-00-DX1.B8B2D128-6BA5-497C-8EC4-BCD69AA529CA.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A05S-01Z-00-DX1.2C0EC24F-086C-4C96-9955-676D43996443,/data2/WSI_TCGA/UCEC/e007a901-686f-484b-bb29-5dc9817a75bf/TCGA-AX-A05S-01Z-00-DX1.2C0EC24F-086C-4C96-9955-676D43996443.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EO-A3KW-01Z-00-DX1.95F9A35E-79FB-4D4C-A4A9-DB042D29A5B4,/data2/WSI_TCGA/UCEC/e02b5771-2258-4204-a78d-906f54aca0f1/TCGA-EO-A3KW-01Z-00-DX1.95F9A35E-79FB-4D4C-A4A9-DB042D29A5B4.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-B5-A11P-01Z-00-DX1.63BC1838-D41F-4C93-B61C-3F49A5ED4680,/data2/WSI_TCGA/UCEC/e1a09cc3-989e-4c37-a22a-46f9a90ac385/TCGA-B5-A11P-01Z-00-DX1.63BC1838-D41F-4C93-B61C-3F49A5ED4680.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A05S-01Z-00-DX2.5B5A8CD0-2DCE-47F0-AC68-CF459FB922CF,/data2/WSI_TCGA/UCEC/e1eacc00-f275-470a-9f09-bd61b1bc6d8d/TCGA-AX-A05S-01Z-00-DX2.5B5A8CD0-2DCE-47F0-AC68-CF459FB922CF.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-DI-A2QY-01Z-00-DX1.EBBED5CC-3098-4694-BCD6-E0F9E61632B9,/data2/WSI_TCGA/UCEC/e2086d9b-63ba-4e03-966e-a4427b6ade74/TCGA-DI-A2QY-01Z-00-DX1.EBBED5CC-3098-4694-BCD6-E0F9E61632B9.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A1CC-01Z-00-DX1.FE3C98F1-8309-49B2-B8FD-C04911D608E9,/data2/WSI_TCGA/UCEC/e2264cbf-c0d1-4b27-a0f5-7d4a897c2719/TCGA-AX-A1CC-01Z-00-DX1.FE3C98F1-8309-49B2-B8FD-C04911D608E9.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A06B-01Z-00-DX2.1757C039-99F7-4087-A9E5-D340AF7220D4,/data2/WSI_TCGA/UCEC/e24f2098-51ea-40eb-bedc-d262c7b324f9/TCGA-AX-A06B-01Z-00-DX2.1757C039-99F7-4087-A9E5-D340AF7220D4.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-EO-A3AY-01Z-00-DX1.DA3DF4C9-2CB4-45E2-AE0A-55CFD1C80D80,/data2/WSI_TCGA/UCEC/e2d7a00d-300a-4bbc-9a01-d04c45970602/TCGA-EO-A3AY-01Z-00-DX1.DA3DF4C9-2CB4-45E2-AE0A-55CFD1C80D80.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-2E-A9G8-01Z-00-DX1.DCD3E31B-1774-40BA-805F-52FB9801D6C0,/data2/WSI_TCGA/UCEC/e4983acc-729d-46a4-947e-6f2651aad0b2/TCGA-2E-A9G8-01Z-00-DX1.DCD3E31B-1774-40BA-805F-52FB9801D6C0.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AX-A0IW-01Z-00-DX2.CAB9FB3A-C877-4F98-865F-F2ED16621A28,/data2/WSI_TCGA/UCEC/e4ad0aff-be82-43a3-a877-1ad42f1be753/TCGA-AX-A0IW-01Z-00-DX2.CAB9FB3A-C877-4F98-865F-F2ED16621A28.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-DF-A2KV-01Z-00-DX1.85CAB55B-43E5-4E81-9A94-3E25431C4D6F,/data2/WSI_TCGA/UCEC/e4e5cfcb-dc82-4bdb-b0f0-293f15ef4cea/TCGA-DF-A2KV-01Z-00-DX1.85CAB55B-43E5-4E81-9A94-3E25431C4D6F.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-AX-A063-01Z-00-DX1.C47A3AB4-3D88-4338-87BE-AC7EBFDE9205,/data2/WSI_TCGA/UCEC/e59fe4c1-8642-43ba-a851-c824b7850c02/TCGA-AX-A063-01Z-00-DX1.C47A3AB4-3D88-4338-87BE-AC7EBFDE9205.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-AP-A056-01Z-00-DX2.39D6165D-86ED-40E0-8901-FBF296DD55A2,/data2/WSI_TCGA/UCEC/e61d9b8a-93aa-433f-acdb-79ffc414d869/TCGA-AP-A056-01Z-00-DX2.39D6165D-86ED-40E0-8901-FBF296DD55A2.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,10
UCEC,TCGA-AP-A05P-01Z-00-DX1.370E726B-B416-4743-A480-996AD020527A,/data2/WSI_TCGA/UCEC/e6618fb1-4cd9-495a-b36f-53f35fd7afd8/TCGA-AP-A05P-01Z-00-DX1.370E726B-B416-4743-A480-996AD020527A.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-B5-A1N2-01Z-00-DX1.B830D815-BD34-4939-BAE9-B75F0660A68F,/data2/WSI_TCGA/UCEC/e7260896-8338-44fb-92b3-c326f807f3cc/TCGA-B5-A1N2-01Z-00-DX1.B830D815-BD34-4939-BAE9-B75F0660A68F.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-B5-A5OC-01Z-00-DX1.ACC32938-6C55-4A0C-AA70-FD947D31698D,/data2/WSI_TCGA/UCEC/e73ea121-87c9-46a8-bcd2-c6cbf305dee3/TCGA-B5-A5OC-01Z-00-DX1.ACC32938-6C55-4A0C-AA70-FD947D31698D.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-FI-A2EW-01Z-00-DX1.93D21AD2-076D-4685-A027-623C294974A5,/data2/WSI_TCGA/UCEC/e74d2fd1-9218-4a79-a749-4f3947a4cf81/TCGA-FI-A2EW-01Z-00-DX1.93D21AD2-076D-4685-A027-623C294974A5.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-AP-A059-01Z-00-DX1.903852FB-B865-429E-A9DF-D80A19BD1A8D,/data2/WSI_TCGA/UCEC/e79f253f-3afc-45ee-b91f-8ef3a7f7caad/TCGA-AP-A059-01Z-00-DX1.903852FB-B865-429E-A9DF-D80A19BD1A8D.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,10
UCEC,TCGA-A5-A0GQ-01Z-00-DX1.5EB7B5F8-17F7-49FB-B29C-490F81878E33,/data2/WSI_TCGA/UCEC/e831babc-5507-450a-adcd-f402c2fabadc/TCGA-A5-A0GQ-01Z-00-DX1.5EB7B5F8-17F7-49FB-B29C-490F81878E33.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-PG-A916-01Z-00-DX2.E6AFA173-6E18-4194-BB65-9BD7F7652237,/data2/WSI_TCGA/UCEC/e879ff96-05c9-43c5-8cbb-34c65dcbaabd/TCGA-PG-A916-01Z-00-DX2.E6AFA173-6E18-4194-BB65-9BD7F7652237.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-PG-A914-01Z-00-DX4.33C67F98-A8C3-4C3A-B630-D12014C645EC,/data2/WSI_TCGA/UCEC/e8b220d8-eca1-471d-9cd1-46ac3e96adce/TCGA-PG-A914-01Z-00-DX4.33C67F98-A8C3-4C3A-B630-D12014C645EC.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-BG-A0VV-01Z-00-DX1.F68848DC-FE1F-4E94-8245-51D680183E48,/data2/WSI_TCGA/UCEC/e94b496a-fd40-4952-9e1c-a78f59e2b1f9/TCGA-BG-A0VV-01Z-00-DX1.F68848DC-FE1F-4E94-8245-51D680183E48.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EY-A1GI-01Z-00-DX1.52F00E05-DD77-4A1A-A4AC-2BACE1275DEF,/data2/WSI_TCGA/UCEC/e9a2f2c8-886f-4361-ae6e-10d3b99518ad/TCGA-EY-A1GI-01Z-00-DX1.52F00E05-DD77-4A1A-A4AC-2BACE1275DEF.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-B5-A5OE-01Z-00-DX1.73EAD167-3041-4498-8A5A-E30CABE85761,/data2/WSI_TCGA/UCEC/e9dbfe9a-c827-4324-9b9e-39f85fa8da99/TCGA-B5-A5OE-01Z-00-DX1.73EAD167-3041-4498-8A5A-E30CABE85761.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-D1-A15W-01Z-00-DX1.34F5EB62-FB33-4CDA-AFAB-E74A53E16011,/data2/WSI_TCGA/UCEC/ea734083-3dc3-4c94-8c3f-fe0bcbd07fa5/TCGA-D1-A15W-01Z-00-DX1.34F5EB62-FB33-4CDA-AFAB-E74A53E16011.svs,0,processed,2,8,7,4,False,none,none,16.0,4.0,8,2,100,True,four_pt,40
UCEC,TCGA-A5-A0VO-01Z-00-DX1.029E3BC3-1108-4A2D-8915-4C915E6CE9A9,/data2/WSI_TCGA/UCEC/eacc36e4-8bca-4569-a817-fdba09a4be4d/TCGA-A5-A0VO-01Z-00-DX1.029E3BC3-1108-4A2D-8915-4C915E6CE9A9.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
UCEC,TCGA-EY-A214-01Z-00-DX1.E5599430-A36B-40BF-83E3-B26D9BC969B3,/data2/WSI_TCGA/UCEC/eb6c1c10-de4e-4159-a1bb-cecebbbaa124/TCGA-EY-A214-01Z-00-DX1.E5599430-A36B-40BF-83E3-B26D9BC969B3.svs,0,processed,3,8,7,4,False,none,none,16.0,4.0,8,3,100,True,four_pt,40
